class,jo,prod
121,649800BIJ,epinephrine bitartrate (as epinephrine
121,649800BIJ,lidocaine hydrochloride
121,450200BIJ,articaine hydrochloride
121,450200BIJ,epinephrine bitartrate (as epinephrine
121,513200BIJ,articaine hydrochloride
121,513200BIJ,epinephrine bitartrate (as epinephrine
122,111630BIJ,atracurium besylate
122,113501BIJ,baclofen
122,192030BIJ,methocarbamol
122,192031BIJ,methocarbamol
122,217630BIJ,pridinol mesylate
122,224730BIJ,rocuronium bromide
122,224731BIJ,rocuronium bromide
122,234030BIJ,suxamethonium chloride
122,247401BIJ,vecuronium bromide
122,247402BIJ,vecuronium bromide
122,359130BIJ,cisatracurium besylate (as cisatracurium
122,359131BIJ,cisatracurium besylate (as cisatracurium
123,167030BIJ,glycopyrrolate
123,200530BIJ,neostigmine methylsulfate
123,221430BIJ,pyridostigmine bromide
124,111830BIJ,atropine sulfate
124,111831BIJ,atropine sulfate
124,133530BIJ,cimetropium bromide
124,133531BIJ,cimetropium bromide
124,172330BIJ,hyoscine butylbromide
124,187630BIJ,magnesium sulfate
124,187631BIJ,magnesium sulfate
124,209130BIJ,papaverine hydrochloride
124,240330BIJ,tiropramide hydrochloride
124,314900BIJ,phloroglucinol
124,314900BIJ,trimethylphloroglucinol
131,123030BIJ,carbachol
131,243340BIJ,triamcinolone acetonide
131,364501BIJ,verteporfin
131,541100BIJ,chondroitin sodium sulfate
131,541100BIJ,sodium hyaluronate
131,530024BIJ,sodium hyaluronate
131,530032BIJ,sodium hyaluronate
131,530034BIJ,sodium hyaluronate
131,729301BIJ,voretigene neparvovec
141,131830BIJ,chlorpheniramine maleate
142,139230BIJ,cyclosporine
142,174301BIJ,antilymphocyte immunoglobuline
142,234230BIJ,tacrolimus hydrate (as tacrolimus
142,359401BIJ,basiliximab
142,520433BIJ,tocilizumab
142,520430BIJ,tocilizumab
142,520431BIJ,tocilizumab
142,520432BIJ,tocilizumab
142,615032BIJ,ustekinumab
142,615030BIJ,ustekinumab
142,615031BIJ,ustekinumab
142,621230BIJ,golimumab
142,621231BIJ,golimumab
142,621232BIJ,golimumab
142,642701BIJ,belimumab
142,642702BIJ,belimumab
142,644602BIJ,secukinumab
142,644603BIJ,secukinumab
142,667801BIJ,ixekizumab
142,670401BIJ,dupilumab
142,670402BIJ,dupilumab
142,670901BIJ,guselkumab
142,686202BIJ,risankizumab
142,686201BIJ,risankizumab
149,388801BIJ,allergen ext.
149,572903BIJ,omalizumab
149,572904BIJ,omalizumab
149,572901BIJ,omalizumab
211,107330BIJ,aminophylline
211,121330BIJ,caffeine and sodium benzoate
211,144830BIJ,digoxin
211,148230BIJ,dobutamine hydrochloride (as dobutamine
211,389000BIJ,dextrose
211,389000BIJ,dobutamine hydrochloride
211,399600BIJ,dextrose
211,399600BIJ,dobutamine hydrochloride
212,107430BIJ,amiodarone hydrochloride
212,154431BIJ,esmolol hydrochloride
212,154430BIJ,esmolol hydrochloride
213,101502BIJ,acetazolamide sodium (as acetazolamide
213,163830BIJ,furosemide
214,170730BIJ,hydralazine hydrochloride
214,180230BIJ,labetalol hydrochloride
214,180231BIJ,labetalol hydrochloride
214,201030BIJ,nicardipine hydrochloride
214,201031BIJ,nicardipine hydrochloride
214,201033BIJ,nicardipine hydrochloride
214,229330BIJ,sodium nitroprusside
214,512430BIJ,treprostinil
214,512431BIJ,treprostinil
214,512432BIJ,treprostinil
216,211930BIJ,phenylephrine hydrochloride
217,145704BIJ,diltiazem hydrochloride
217,201302BIJ,nicorandil
217,201930BIJ,nimodipine
217,202632BIJ,diluted nitroglycerin (as nitroglycerin
217,202633BIJ,diluted nitroglycerin (as nitroglycerin
217,247630BIJ,verapamil hydrochloride
218,659501BIJ,evolocumab
218,674701BIJ,alirocumab
218,674702BIJ,alirocumab
219,100430BIJ,abciximab
219,100431BIJ,abciximab
219,103030BIJ,adenosine
219,103031BIJ,adenosine
219,105630BIJ,alprostadil
219,105631BIJ,alprostadil
219,105701BIJ,alprostadil α-cyclodextrin
219,124530BIJ,L-carnitine
219,134631BIJ,citicoline
219,148731BIJ,dopamine hydrochloride
219,148732BIJ,dopamine hydrochloride
219,172830BIJ,ibuprofen
219,195730BIJ,milrinone
219,220630BIJ,protirelin tartrate (as protirelin
219,223501BIJ,recombinant human tissue-type plasminogen activator
219,223502BIJ,recombinant human tissue-type plasminogen activator
219,240230BIJ,tirofiban hydrochloride monohydrate (as tirofiban
219,359532BIJ,ozagrel sodium
219,359632BIJ,argatroban
219,359633BIJ,argatroban
219,389400BIJ,dextrose
219,389400BIJ,dopamine hydrochloride
219,389500BIJ,dextrose
219,389500BIJ,dopamine hydrochloride
219,389700BIJ,dextrose
219,389700BIJ,dopamine hydrochloride
219,429500BIJ,dextrose
219,429500BIJ,dopamine hydrochloride
219,423930BIJ,ulinastatin
219,423931BIJ,ulinastatin
219,441430BIJ,phentolamine mesylate
219,627901BIJ,icatibant acetate (as icatibant
221,199130BIJ,naloxone hydrochloride
221,199131BIJ,naloxone hydrochloride
221,199132BIJ,naloxone hydrochloride
221,516800BIJ,caffeine anhydrous
221,516800BIJ,citric acid
221,516800BIJ,sodium citrate
221,559800BIJ,caffeine anhydrous
221,559800BIJ,citric acid
221,559800BIJ,sodium citrate
222,101832BIJ,acetylcysteine
222,101831BIJ,acetylcysteine
222,101833BIJ,acetylcysteine
222,101836BIJ,acetylcysteine
222,106330BIJ,ambroxol hydrochloride
222,152430BIJ,ephedrine hydrochloride
222,178330BIJ,isoproterenol hydrochloride
229,186302BIJ,lung surfactant
229,186305BIJ,lung surfactant
229,186330BIJ,lung surfactant
229,186304BIJ,lung surfactant
229,474501BIJ,sivelestat sodium hydrate
229,651201BIJ,mepolizumab
229,669801BIJ,reslizumab
232,133330BIJ,cimetidine
232,157302BIJ,famotidine
232,208801BIJ,pantoprazole sodium (as pantoprazole
232,459401BIJ,esomeprazole sodium (as esomeprazole
235,167330BIJ,granisetron hydrochloride (as granisetron
235,167331BIJ,granisetron hydrochloride (as granisetron
235,204630BIJ,ondansetron hydrochloride dihydrate (as ondansetron
235,204631BIJ,ondansetron hydrochloride dihydrate (as ondansetron
235,222630BIJ,ramosetron hydrochloride
235,490030BIJ,palonosetron hydrochloride (as palonosetron
235,490031BIJ,palonosetron hydrochloride (as palonosetron
235,616001BIJ,fosaprepitant dimeglumine (as fosaprepitant
239,142430BIJ,dexpanthenol
239,193730BIJ,metoclopramide hydrochloride
239,230202BIJ,somatostatin acetate (as somatostatin
241,141430BIJ,desmopressin acetate
241,236030BIJ,terlipressin acetate
241,236003BIJ,terlipressin acetate
241,247330BIJ,vasopressin
241,348432BIJ,somatropin
241,348440BIJ,somatropin
241,348446BIJ,somatropin
241,348434BIJ,somatropin
241,348435BIJ,somatropin
241,348439BIJ,somatropin
241,348443BIJ,somatropin
241,348436BIJ,somatropin
241,348430BIJ,somatropin
241,348431BIJ,somatropin
241,348433BIJ,somatropin
241,348405BIJ,somatropin
241,348407BIJ,somatropin
241,348409BIJ,somatropin
241,723201BIJ,somatrogon
241,723202BIJ,somatrogon
243,151130BIJ,elcatonin
243,151131BIJ,elcatonin
243,439601BIJ,thyrotropin(TSH) α
243,487502BIJ,teriparatide
243,646301BIJ,teriparatide acetate
245,116530BIJ,betamethasone sodium phosphate (as betamethasone
245,142230BIJ,dexamethasone disodium phosphate
245,142232BIJ,dexamethasone disodium phosphate
245,152630BIJ,epinephrine hydrochloride (as epinephrine
245,193601BIJ,methylprednisolone sodium succinate (as methylprednisolone
245,193603BIJ,methylprednisolone sodium succinate (as methylprednisolone
245,193604BIJ,methylprednisolone sodium succinate (as methylprednisolone
245,203131BIJ,norepinephrine bitartrate (as norepinephrine
245,203132BIJ,norepinephrine bitartrate (as norepinephrine
245,203133BIJ,norepinephrine bitartrate (as norepinephrine
245,243336BIJ,triamcinolone acetonide
245,243335BIJ,triamcinolone acetonide
245,243337BIJ,triamcinolone acetonide
245,669401BIJ,epinephrine bitartrate (as epinephrine
245,669402BIJ,epinephrine bitartrate (as epinephrine
247,556301BIJ,cetrorelix acetate (as cetrorelix
249,162730BIJ,follitropin-α
249,162731BIJ,follitropin-α
249,162732BIJ,follitropin-α
249,162734BIJ,follitropin-α
249,162735BIJ,follitropin-α
249,162702BIJ,follitropin-α
249,162803BIJ,follitropin-β
249,162804BIJ,follitropin-β
249,162805BIJ,follitropin-β
249,169402BIJ,human chorionic gonadotrophin
249,169404BIJ,human chorionic gonadotrophin
249,181202BIJ,lanreotide acetate
249,181203BIJ,lanreotide acetate
249,181204BIJ,lanreotide acetate
249,190201BIJ,menotrophin
249,190202BIJ,menotrophin
249,203730BIJ,octreotide acetate (as octreotide
249,203702BIJ,octreotide acetate (as octreotide
249,203703BIJ,octreotide acetate (as octreotide
249,203704BIJ,octreotide acetate (as octreotide
249,455738BIJ,darbepoetin α
249,455739BIJ,darbepoetin α
249,455735BIJ,darbepoetin α
249,455736BIJ,darbepoetin α
249,455737BIJ,darbepoetin α
249,465001BIJ,lutropin α
249,500334BIJ,erythropoietin
249,500337BIJ,erythropoietin
249,500340BIJ,erythropoietin
249,500341BIJ,erythropoietin
249,500342BIJ,erythropoietin
249,500343BIJ,erythropoietin
249,500330BIJ,erythropoietin
249,500331BIJ,erythropoietin
249,500333BIJ,erythropoietin
249,500338BIJ,erythropoietin
249,500336BIJ,erythropoietin
249,500339BIJ,erythropoietin
249,504303BIJ,methoxy polyethylene glycol-epoetin β
249,504305BIJ,methoxy polyethylene glycol-epoetin β
249,504306BIJ,methoxy polyethylene glycol-epoetin β
249,504307BIJ,methoxy polyethylene glycol-epoetin β
249,504308BIJ,methoxy polyethylene glycol-epoetin β
249,504309BIJ,methoxy polyethylene glycol-epoetin β
249,504311BIJ,methoxy polyethylene glycol-epoetin β
249,504310BIJ,methoxy polyethylene glycol-epoetin β
249,554600BIJ,follitropin-α
249,554600BIJ,lutropin α
249,565601BIJ,ganirelix acetate (as ganirelix
249,572531BIJ,follitropin
249,572532BIJ,follitropin
249,572533BIJ,follitropin
249,572534BIJ,follitropin
249,572535BIJ,follitropin
249,572536BIJ,follitropin
249,572537BIJ,follitropin
249,572538BIJ,follitropin
249,621601BIJ,menotrophin HP
249,621603BIJ,menotrophin HP
249,685401BIJ,follitropin delta
249,685402BIJ,follitropin delta
249,685403BIJ,follitropin delta
249,689501BIJ,pegvisomant
249,689502BIJ,pegvisomant
249,689503BIJ,pegvisomant
249,689504BIJ,pegvisomant
249,689505BIJ,pegvisomant
252,193030BIJ,methylergonovine maleate
252,207531BIJ,oxytocin
252,207530BIJ,oxytocin
252,233501BIJ,sulprostone
259,224330BIJ,ritodrine hydrochloride
259,473430BIJ,atosiban
259,473431BIJ,atosiban
311,121630BIJ,calcitriol
311,430731BIJ,paricalcitol
312,237330BIJ,thiamine hydrochloride
312,316400BIJ,cyanocobalamin
312,316400BIJ,dexpanthenol
312,316400BIJ,nicotinamide
312,316400BIJ,pyridoxine hydrochloride
312,316400BIJ,riboflavin sodium phosphate
312,316400BIJ,thiamine hydrochloride
312,316600BIJ,biotin
312,316600BIJ,cyanocobalamin
312,316600BIJ,dexpanthenol
312,316600BIJ,nicotinamide
312,316600BIJ,pyridoxine hydrochloride
312,316600BIJ,riboflavin sodium phosphate
312,316600BIJ,thiamine hydrochloride
314,110431BIJ,ascorbic acid
314,110433BIJ,ascorbic acid
314,110430BIJ,ascorbic acid
315,248830BIJ,vitamin-K
316,316900BIJ,ascorbic acid
316,316900BIJ,dexpanthenol
316,316900BIJ,ergocalciferol
316,316900BIJ,nicotinamide
316,316900BIJ,pyridoxine hydrochloride
316,316900BIJ,retinol palmitate
316,316900BIJ,riboflavin sodium phosphate
316,316900BIJ,thiamine hydrochloride
316,316900BIJ,tocopherol acetate
316,317000BIJ,ascorbic acid
316,317000BIJ,biotin
316,317000BIJ,cyanocobalamin
316,317000BIJ,dexpanthenol
316,317000BIJ,ergocalciferol
316,317000BIJ,folic acid
316,317000BIJ,nicotinamide
316,317000BIJ,pyridoxine hydrochloride
316,317000BIJ,riboflavin sodium phosphate
316,317000BIJ,thiamine hydrochloride
316,317000BIJ,tocopherol acetate
316,317000BIJ,vitamin A
321,122001BIJ,calcium chloride(
321,122202BIJ,calcium gluconate
322,359730BIJ,iron hydoxide sucrose complex (as Fe
322,359731BIJ,iron hydoxide sucrose complex (as Fe
323,142714BIJ,dextrose(
323,142712BIJ,dextrose(
323,142713BIJ,dextrose(
323,142703BIJ,dextrose(
323,142715BIJ,dextrose(
323,142717BIJ,dextrose(
323,142718BIJ,dextrose(
323,142719BIJ,dextrose(
323,142720BIJ,dextrose(
323,142734BIJ,dextrose(
323,142706BIJ,dextrose(
323,142708BIJ,dextrose(
323,142709BIJ,dextrose(
323,142710BIJ,dextrose(
323,142711BIJ,dextrose(
323,142728BIJ,dextrose(
323,142733BIJ,dextrose(
323,148004BIJ,d-mannitol(
323,148005BIJ,d-mannitol(
323,148003BIJ,d-mannitol(
323,148008BIJ,d-mannitol(
323,148002BIJ,d-mannitol(
323,148006BIJ,d-mannitol(
323,148001BIJ,d-mannitol(
323,163701BIJ,fructose(
323,230301BIJ,sorbitol(
325,107169BIJ,amino acids(
325,107170BIJ,amino acids(
325,107157BIJ,amino acids(
325,107158BIJ,amino acids(
325,107159BIJ,amino acids(
325,107160BIJ,amino acids(
325,107139BIJ,amino acids(
325,107140BIJ,amino acids(
325,107141BIJ,amino acids(
325,107142BIJ,amino acids(
325,107143BIJ,amino acids(
325,107144BIJ,amino acids(
325,107145BIJ,amino acids(
325,107148BIJ,amino acids(
325,107152BIJ,amino acids(
325,107153BIJ,amino acids(
325,107154BIJ,amino acids(
325,107155BIJ,amino acids(
325,107156BIJ,amino acids(
325,317500BIJ,aminoacetic acid
325,317500BIJ,calcium chloride
325,317500BIJ,glucose monohydrate
325,317500BIJ,L-alanine
325,317500BIJ,L-arginine monoglutamate
325,317500BIJ,L-aspartic acid
325,317500BIJ,L-glutamic acid
325,317500BIJ,L-histidine hydrochloride
325,317500BIJ,L-isoleucine
325,317500BIJ,L-leucine
325,317500BIJ,L-lysine hydrochloride
325,317500BIJ,L-methionlne
325,317500BIJ,L-phenylalanine
325,317500BIJ,L-proline
325,317500BIJ,L-serine
325,317500BIJ,L-threonine
325,317500BIJ,L-tryptophan
325,317500BIJ,L-valine
325,317500BIJ,magnesium acetate
325,317500BIJ,potassium dihydrogen phosphate
325,317500BIJ,sodium acetate
325,317700BIJ,aminoacetic acid
325,317700BIJ,calcium chloride
325,317700BIJ,glucose monohydrate
325,317700BIJ,L-alanine
325,317700BIJ,L-arginine monoglutamate
325,317700BIJ,L-aspartic acid
325,317700BIJ,L-glutamic acid
325,317700BIJ,L-histidine hydrochloride
325,317700BIJ,L-isoleucine
325,317700BIJ,L-leucine
325,317700BIJ,L-lysine hydrochloride
325,317700BIJ,L-methionlne
325,317700BIJ,L-phenylalanine
325,317700BIJ,L-proline
325,317700BIJ,L-serine
325,317700BIJ,L-threonine
325,317700BIJ,L-tryptophan
325,317700BIJ,L-valine
325,317700BIJ,magnesium acetate
325,317700BIJ,potassium dihydrogen phosphate
325,317700BIJ,sodium acetate
325,317700BIJ,sodium chloride
325,418400BIJ,aminoacetic acid(glycine)
325,418400BIJ,calcium chloride dihydrate
325,418400BIJ,glucose
325,418400BIJ,intralipid
325,418400BIJ,L-alanine
325,418400BIJ,L-arginine
325,418400BIJ,L-aspartic acid
325,418400BIJ,L-glutamic acid
325,418400BIJ,L-histidine
325,418400BIJ,L-isoleucine
325,418400BIJ,L-leucine
325,418400BIJ,L-lysine hydrochloride
325,418400BIJ,L-methionine
325,418400BIJ,L-phenylalanine
325,418400BIJ,L-proline
325,418400BIJ,L-serine
325,418400BIJ,L-threonine
325,418400BIJ,L-tryptophan
325,418400BIJ,L-tyrosine
325,418400BIJ,L-valine
325,418400BIJ,magnesium sulfate heptahydrate
325,418400BIJ,potassium chloride
325,418400BIJ,sodium acetate trihydrate
325,418400BIJ,sodium glycerophosphate
325,477600BIJ,aminoacetic acid(glycine)
325,477600BIJ,calcium chloride dihydrate
325,477600BIJ,glucose
325,477600BIJ,intralipid
325,477600BIJ,L-alanine
325,477600BIJ,L-arginine
325,477600BIJ,L-aspartic acid
325,477600BIJ,L-glutamic acid
325,477600BIJ,L-histidine
325,477600BIJ,L-isoleucine
325,477600BIJ,L-leucine
325,477600BIJ,L-lysine hydrochloride
325,477600BIJ,L-methionine
325,477600BIJ,L-phenylalanine
325,477600BIJ,L-proline
325,477600BIJ,L-serine
325,477600BIJ,L-threonine
325,477600BIJ,L-tryptophan
325,477600BIJ,L-tyrosine
325,477600BIJ,L-valine
325,477600BIJ,magnesium sulfate heptahydrate
325,477600BIJ,potassium chloride
325,477600BIJ,sodium acetate trihydrate
325,477600BIJ,sodium glycerophosphate
325,477700BIJ,aminoacetic acid(glycine)
325,477700BIJ,calcium chloride dihydrate
325,477700BIJ,glucose
325,477700BIJ,intralipid
325,477700BIJ,L-alanine
325,477700BIJ,L-arginine
325,477700BIJ,L-aspartic acid
325,477700BIJ,L-glutamic acid
325,477700BIJ,L-histidine
325,477700BIJ,L-isoleucine
325,477700BIJ,L-leucine
325,477700BIJ,L-lysine hydrochloride
325,477700BIJ,L-methionine
325,477700BIJ,L-phenylalanine
325,477700BIJ,L-proline
325,477700BIJ,L-serine
325,477700BIJ,L-threonine
325,477700BIJ,L-tryptophan
325,477700BIJ,L-tyrosine
325,477700BIJ,L-valine
325,477700BIJ,magnesium sulfate heptahydrate
325,477700BIJ,potassium chloride
325,477700BIJ,sodium acetate trihydrate
325,477700BIJ,sodium glycerophosphate
325,480500BIJ,calcium chloride dihydrate
325,480500BIJ,glucose monohydrate (as glucose
325,480500BIJ,glycine
325,480500BIJ,L-alanine
325,480500BIJ,L-arginine
325,480500BIJ,L-asparaginic acid
325,480500BIJ,L-glutamic acid
325,480500BIJ,L-histidine
325,480500BIJ,L-isoleucine
325,480500BIJ,L-leucine
325,480500BIJ,L-lysine hydrochloride
325,480500BIJ,L-methionine
325,480500BIJ,L-phenylalanine
325,480500BIJ,L-proline
325,480500BIJ,L-serine
325,480500BIJ,L-threonine
325,480500BIJ,L-tryptophan
325,480500BIJ,L-tyrosine
325,480500BIJ,L-valine
325,480500BIJ,magnesium sulfate heptahydrate
325,480500BIJ,potassium chloride
325,480500BIJ,purified soybean oil
325,480500BIJ,sodium acetate trihydrate
325,480500BIJ,sodium glycerophosphate
325,422400BIJ,glycyl-L-glutamin
325,422400BIJ,glycyl-L-tyrosine
325,422400BIJ,L-alanine
325,422400BIJ,L-arginine
325,422400BIJ,L-aspartic acid
325,422400BIJ,L-glutamicacid
325,422400BIJ,L-histidine
325,422400BIJ,L-isoleucine
325,422400BIJ,L-leucine
325,422400BIJ,L-lysine acetate
325,422400BIJ,L-methionine
325,422400BIJ,L-phenylalanine
325,422400BIJ,L-proline
325,422400BIJ,L-serine
325,422400BIJ,L-threonine
325,422400BIJ,L-tryptophan
325,422400BIJ,L-valine
325,464500BIJ,glycyl-L-glutamin
325,464500BIJ,glycyl-L-tyrosine
325,464500BIJ,L-alanine
325,464500BIJ,L-arginine
325,464500BIJ,L-aspartic acid
325,464500BIJ,L-glutamicacid
325,464500BIJ,L-histidine
325,464500BIJ,L-isoleucine
325,464500BIJ,L-leucine
325,464500BIJ,L-lysine acetate
325,464500BIJ,L-methionine
325,464500BIJ,L-phenylalanine
325,464500BIJ,L-proline
325,464500BIJ,L-serine
325,464500BIJ,L-threonine
325,464500BIJ,L-tryptophan
325,464500BIJ,L-valine
325,422500BIJ,aminoacetic acid(glycine)
325,422500BIJ,calcium chloride dihydrate
325,422500BIJ,glucose
325,422500BIJ,intralipid
325,422500BIJ,L-alanine
325,422500BIJ,L-arginine
325,422500BIJ,L-aspartic acid
325,422500BIJ,L-glutamic acid
325,422500BIJ,L-histidine
325,422500BIJ,L-isoleucine
325,422500BIJ,L-leucine
325,422500BIJ,L-lysine hydrochloride
325,422500BIJ,L-methionine
325,422500BIJ,L-phenylalanine
325,422500BIJ,L-proline
325,422500BIJ,L-serine
325,422500BIJ,L-threonine
325,422500BIJ,L-tryptophan
325,422500BIJ,L-tyrosine
325,422500BIJ,L-valine
325,422500BIJ,magnesium sulfate heptahydrate
325,422500BIJ,potassium chloride
325,422500BIJ,sodium acetate trihydrate
325,422500BIJ,sodium glycerophosphate
325,452200BIJ,aminoacetic aicd
325,452200BIJ,calcium chloride dihydrate
325,452200BIJ,dextrose
325,452200BIJ,L-alanine
325,452200BIJ,L-arginine
325,452200BIJ,L-histidine
325,452200BIJ,L-leucine
325,452200BIJ,L-lsoleucine
325,452200BIJ,L-lysine acetate
325,452200BIJ,L-methionine
325,452200BIJ,L-phenylalanine
325,452200BIJ,L-proline
325,452200BIJ,L-serine
325,452200BIJ,L-systain monohydrate
325,452200BIJ,L-threonine
325,452200BIJ,L-tryptophan
325,452200BIJ,L-valine
325,452200BIJ,magnesium chloride hexahydrate
325,452200BIJ,potassium chloride
325,452200BIJ,potassium dihydrogen phosphate
325,452200BIJ,sodium acetate trihydrate
325,452200BIJ,sodium chloride
325,455300BIJ,aminoacetic acid
325,455300BIJ,calcium chloride
325,455300BIJ,dextrose
325,455300BIJ,L-alanine
325,455300BIJ,L-arginine
325,455300BIJ,L-cysteine hydrochloride
325,455300BIJ,L-histidine
325,455300BIJ,L-leucine
325,455300BIJ,L-lsoleucine
325,455300BIJ,L-lysine acetate
325,455300BIJ,L-methionine
325,455300BIJ,L-phenylalanine
325,455300BIJ,L-proline
325,455300BIJ,L-serine
325,455300BIJ,L-threonine
325,455300BIJ,L-tryptophan
325,455300BIJ,L-valine
325,455300BIJ,magnesium chloride
325,455300BIJ,potassium chloride
325,455300BIJ,potassium dihydrogen phosphate
325,455300BIJ,sodium acetate
325,455300BIJ,sodium chloride
325,472000BIJ,aminoacetic acid
325,472000BIJ,calcium chloride
325,472000BIJ,dextrose
325,472000BIJ,L-alanine
325,472000BIJ,L-arginine
325,472000BIJ,L-cysteine hydrochloride
325,472000BIJ,L-histidine
325,472000BIJ,L-leucine
325,472000BIJ,L-lsoleucine
325,472000BIJ,L-lysine acetate
325,472000BIJ,L-methionine
325,472000BIJ,L-phenylalanine
325,472000BIJ,L-proline
325,472000BIJ,L-serine
325,472000BIJ,L-threonine
325,472000BIJ,L-tryptophan
325,472000BIJ,L-valine
325,472000BIJ,magnesium chloride
325,472000BIJ,potassium chloride
325,472000BIJ,potassium dihydrogen phosphate
325,472000BIJ,sodium acetate
325,472000BIJ,sodium chloride
325,472200BIJ,aminoacetic aicd
325,472200BIJ,calcium chloride
325,472200BIJ,dextrose
325,472200BIJ,L-alanine
325,472200BIJ,L-arginine
325,472200BIJ,L-cysteine hydrochloride
325,472200BIJ,L-histidine
325,472200BIJ,L-leucine
325,472200BIJ,L-lsoleucine
325,472200BIJ,L-lysine acetate
325,472200BIJ,L-methionine
325,472200BIJ,L-phenylalanine
325,472200BIJ,L-proline
325,472200BIJ,L-serine
325,472200BIJ,L-threonine
325,472200BIJ,L-tryptophan
325,472200BIJ,L-valine
325,472200BIJ,magnesium chloride
325,472200BIJ,potassium chloride
325,472200BIJ,potassium dihydrogen phosphate
325,472200BIJ,sodium acetate
325,472200BIJ,sodium chloride
325,488200BIJ,aminoacetic acid
325,488200BIJ,calcium chloride dihydrate
325,488200BIJ,dextrose
325,488200BIJ,L-alanine
325,488200BIJ,L-arginine
325,488200BIJ,L-cysteine hydrochloride monohydrate
325,488200BIJ,L-histidine
325,488200BIJ,L-leucine
325,488200BIJ,L-lsoleucine
325,488200BIJ,L-lysine acetate
325,488200BIJ,L-methionine
325,488200BIJ,L-phenylalanine
325,488200BIJ,L-proline
325,488200BIJ,L-serine
325,488200BIJ,L-threonine
325,488200BIJ,L-tryptophan
325,488200BIJ,L-valine
325,488200BIJ,magnesium chloride hexahydrate
325,488200BIJ,potassium chloride
325,488200BIJ,potassium dihydrogen phosphate
325,488200BIJ,sodium acetate trihydrate
325,488200BIJ,sodium chloride
325,676400BIJ,aminoacetic acid
325,676400BIJ,calcium chloride
325,676400BIJ,dextrose
325,676400BIJ,L-alanine
325,676400BIJ,L-arginine
325,676400BIJ,L-cysteine hydrochloride
325,676400BIJ,L-histidine
325,676400BIJ,L-leucine
325,676400BIJ,L-isoleucine
325,676400BIJ,L-lysine acetate
325,676400BIJ,L-methionine
325,676400BIJ,L-phenylalanine
325,676400BIJ,L-proline
325,676400BIJ,L-serine
325,676400BIJ,L-threonine
325,676400BIJ,L-tryptophan
325,676400BIJ,L-valine
325,676400BIJ,magnesium chloride
325,676400BIJ,potassim chloride
325,676400BIJ,potassium dihydrogen phosphate
325,676400BIJ,sodium acetate
325,676400BIJ,sodium chloride
325,472100BIJ,aminoacetic acid
325,472100BIJ,calcium chloride
325,472100BIJ,dextrose
325,472100BIJ,L-alanine
325,472100BIJ,L-arginine
325,472100BIJ,L-asparaginic acid
325,472100BIJ,L-cysteine hydrochloride
325,472100BIJ,L-glutamic acid
325,472100BIJ,L-histidine
325,472100BIJ,L-leucine
325,472100BIJ,L-lsoleucine
325,472100BIJ,L-lysine acetate
325,472100BIJ,L-methionine
325,472100BIJ,L-phenylalanine
325,472100BIJ,L-proline
325,472100BIJ,L-serine
325,472100BIJ,L-threonine
325,472100BIJ,L-tryptophan
325,472100BIJ,L-tyrosine
325,472100BIJ,L-valine
325,472100BIJ,magnesium chloride
325,472100BIJ,potassium chloride
325,472100BIJ,potassium dihydrogen phosphate
325,472100BIJ,sodium acetate
325,472100BIJ,sodium chloride
325,513400BIJ,aminoacetic acid
325,513400BIJ,calcium chloride dihydrate
325,513400BIJ,dextrose
325,513400BIJ,L-alanine
325,513400BIJ,L-arginine
325,513400BIJ,L-asparaginic acid
325,513400BIJ,L-glutamic acid
325,513400BIJ,L-histidine
325,513400BIJ,L-leucine
325,513400BIJ,L-lsoleucine
325,513400BIJ,L-lysine acetate
325,513400BIJ,L-methionine
325,513400BIJ,L-phenylalanine
325,513400BIJ,L-proline
325,513400BIJ,L-serine
325,513400BIJ,L-systain
325,513400BIJ,L-threonine
325,513400BIJ,L-tryptophan
325,513400BIJ,L-tyrosine
325,513400BIJ,L-valine
325,513400BIJ,magnesium chloride hexahydrate
325,513400BIJ,potassium chloride
325,513400BIJ,potassium dihydrogen phosphate
325,513400BIJ,sodium acetate trihydrate
325,513400BIJ,sodium chloride
325,475600BIJ,calcium chloride dihydrate
325,475600BIJ,glucose monohydrate (as glucose anhydrate)
325,475600BIJ,glycine
325,475600BIJ,L-alanine
325,475600BIJ,L-arginine
325,475600BIJ,L-asparaginic acid
325,475600BIJ,L-glutamic acid
325,475600BIJ,L-histidine hydrochloride monohydrate (as histidine)
325,475600BIJ,L-isoleucine
325,475600BIJ,L-leucine
325,475600BIJ,L-lysine hydrochloride (as lysine)
325,475600BIJ,L-methionine
325,475600BIJ,L-phenylalanine
325,475600BIJ,L-proline
325,475600BIJ,L-serine
325,475600BIJ,L-threonine
325,475600BIJ,L-tryptophan
325,475600BIJ,L-valine
325,475600BIJ,magnesium acetate tetrahydrate
325,475600BIJ,medium chain triglyceride
325,475600BIJ,potassium acetate
325,475600BIJ,sodium acetate trihydrate
325,475600BIJ,sodium chloride
325,475600BIJ,sodium dihydrogen phosphate dihydrate
325,475600BIJ,sodium hydroxide
325,475600BIJ,soybean oil
325,475600BIJ,zinc acetate dihydrate
325,475700BIJ,calcium chloride dihydrate
325,475700BIJ,glucose monohydrate (as glucose anhydrate)
325,475700BIJ,glycine
325,475700BIJ,L-alanine
325,475700BIJ,L-arginine
325,475700BIJ,L-asparaginic acid
325,475700BIJ,L-glutamic acid
325,475700BIJ,L-histidine hydrochloride monohydrate (as histidine
325,475700BIJ,L-isoleucine
